transaction_id,customer_id,source_system,metric_name,metric_value,transaction_date,record_status
T004194,C9327,App,Revenue,13338.3,2025-05-17,valid
T004195,C5497,CRM,Tickets,1.0,2025-07-03,valid
T004196,C6302,Billing,Tickets,2.0,2025-03-30,valid
T004197,C1799,Billing,Revenue,4312.46,2025-10-01,valid
T004198,C7219,App,Tickets,3.0,2025-02-18,valid
T004199,C6790,CRM,Orders,,2025-08-27,missing
T004200,C2616,CRM,Tickets,5.0,2025-03-30,valid
T004201,C9046,App,Tickets,2.0,2025-04-22,valid
T004202,C4263,Billing,Revenue,4885.24,2025-07-07,valid
T004203,C4893,Billing,Orders,8.0,2025-07-11,valid
T004204,C1489,CRM,Orders,7.0,2025-09-17,valid
T004205,C4477,App,Orders,6.0,2025-03-20,valid
T004206,C8484,App,Tickets,3.0,2025-05-19,valid
T004207,C4968,Billing,Orders,8.0,2025-10-02,valid
T004208,C5919,Billing,Orders,9.0,2025-08-14,valid
T004209,C8391,Billing,Orders,2.0,2025-11-18,valid
T004210,C3289,App,Orders,2.0,2025-04-20,valid
T004211,C8014,App,Revenue,17940.62,2025-08-23,valid
T004212,C3875,CRM,Tickets,1.0,2025-04-27,valid
T004213,C7786,CRM,Orders,3.0,2026-01-15,valid
T004214,C2680,Billing,Orders,2.0,2025-08-02,valid
T004215,C7495,App,Orders,7.0,2025-03-27,valid
T004216,C2710,Billing,Tickets,5.0,2025-05-30,valid
T004217,C2706,CRM,Orders,6.0,2025-11-02,valid
T004218,C4488,Billing,Revenue,5131.9,2026-01-16,valid
T004219,C7488,CRM,Orders,6.0,2025-10-22,valid
T004220,C5369,Billing,Tickets,2.0,2025-02-27,valid
T004221,C1376,CRM,Orders,4.0,2025-09-09,valid
T004222,C5412,Billing,Revenue,14300.74,2025-05-08,valid
T004223,C4039,App,Tickets,5.0,2025-09-30,valid
T004224,C4839,App,Orders,6.0,2025-07-26,valid
T004225,C4634,Billing,Revenue,14275.89,2025-05-15,valid
T004226,C1615,App,Revenue,2666.2,2025-03-31,valid
T004227,C8968,CRM,Revenue,9764.28,2025-10-29,valid
T004228,C9388,Billing,Tickets,2.0,2025-05-27,valid
T004229,C6342,Billing,Revenue,10765.16,2025-08-08,valid
T004230,C7819,App,Orders,10.0,2025-11-16,valid
T004231,C3504,App,Orders,10.0,2025-10-05,valid
T004232,C4931,Billing,Revenue,15761.04,2025-11-23,valid
T004233,C5544,Billing,Revenue,9035.26,2025-07-26,valid
T004234,C4487,CRM,Orders,2.0,2025-06-14,valid
T004235,C8820,CRM,Revenue,5587.27,2025-09-07,valid
T004236,C8910,App,Orders,10.0,2025-05-08,valid
T004237,C6258,App,Revenue,15150.21,2025-07-19,valid
T004238,C9806,Billing,Tickets,2.0,2026-01-23,valid
T004239,C6143,Billing,Revenue,13178.86,2025-06-13,duplicate
T004240,C7398,Billing,Tickets,2.0,2025-10-16,valid
T004241,C4598,Billing,Orders,4.0,2026-02-03,valid
T004242,C6054,CRM,Tickets,3.0,2026-01-24,valid
T004243,C6366,App,Revenue,10241.77,2025-03-09,valid
T004244,C6901,CRM,Tickets,1.0,2025-03-09,duplicate
T004245,C1728,App,Tickets,1.0,2025-08-16,valid
T004246,C5038,App,Revenue,1023.51,2025-12-11,valid
T004247,C2700,CRM,Revenue,15397.64,2026-01-12,valid
T004248,C8108,App,Orders,4.0,2025-08-23,valid
T004249,C1451,App,Revenue,2040.77,2025-07-15,valid
T004250,C1999,App,Orders,6.0,2025-03-27,duplicate
T004251,C8042,CRM,Revenue,17844.17,2025-06-01,valid
T004252,C1520,CRM,Orders,5.0,2025-03-08,valid
T004253,C5898,App,Revenue,11813.89,2025-02-18,valid
T004254,C3151,CRM,Revenue,16570.85,2025-10-14,valid
T004255,C5608,App,Revenue,16468.81,2025-11-24,valid
T004256,C1922,App,Tickets,1.0,2025-11-29,valid
T004257,C9766,CRM,Tickets,1.0,2025-10-10,valid
T004258,C4100,App,Tickets,5.0,2025-06-24,valid
T004259,C8266,Billing,Revenue,4579.38,2025-11-06,valid
T004260,C7904,App,Tickets,4.0,2025-07-29,valid
T004261,C8093,App,Orders,5.0,2025-05-06,valid
T004262,C1138,App,Revenue,2945.77,2026-01-02,duplicate
T004263,C9435,App,Orders,8.0,2025-07-11,valid
T004264,C4802,CRM,Revenue,16821.03,2025-03-17,valid
T004265,C5724,CRM,Tickets,1.0,2025-12-13,valid
T004266,C6430,Billing,Revenue,10828.73,2025-12-18,valid
T004267,C2441,Billing,Revenue,5449.31,2025-03-07,valid
T004268,C5979,CRM,Tickets,3.0,2025-12-31,valid
T004269,C2288,CRM,Tickets,4.0,2025-02-18,valid
T004270,C5640,App,Revenue,8994.19,2025-04-20,valid
T004271,C7316,App,Tickets,4.0,2025-04-13,valid
T004272,C4974,CRM,Tickets,4.0,2025-05-27,valid
T004273,C7242,Billing,Orders,3.0,2025-04-07,valid
T004274,C4753,App,Orders,5.0,2025-03-14,valid
T004275,C2899,CRM,Tickets,4.0,2025-07-20,valid
T004276,C4351,CRM,Orders,3.0,2025-12-22,valid
T004277,C7056,App,Tickets,3.0,2025-12-12,valid
T004278,C7714,Billing,Tickets,3.0,2025-07-01,valid
T004279,C5108,App,Orders,4.0,2025-09-25,valid
T004280,C5222,Billing,Revenue,10960.7,2025-03-01,valid
T004281,C8922,CRM,Orders,5.0,2025-09-10,valid
T004282,C5717,CRM,Tickets,3.0,2025-03-16,valid
T004283,C7974,App,Tickets,2.0,2025-09-09,valid
T004284,C4173,App,Tickets,4.0,2025-04-13,valid
T004285,C1207,Billing,Revenue,17098.57,2025-04-07,valid
T004286,C3533,CRM,Orders,9.0,2025-10-07,valid
T004287,C6860,CRM,Revenue,17703.35,2025-04-09,valid
T004288,C1516,Billing,Revenue,12275.19,2025-02-28,valid
T004289,C3858,App,Tickets,1.0,2025-02-25,valid
T004290,C5342,App,Revenue,15598.36,2025-03-24,valid
T004291,C3482,CRM,Revenue,3310.76,2025-12-06,valid
T004292,C6479,CRM,Orders,,2025-02-16,missing
T004293,C3989,App,Tickets,2.0,2025-05-02,valid
T004294,C8569,App,Orders,2.0,2025-09-10,valid
T004295,C8662,CRM,Revenue,17587.41,2025-12-28,valid
T004296,C6592,App,Orders,7.0,2025-05-09,valid
T004297,C4357,CRM,Orders,7.0,2025-06-06,valid
T004298,C5164,CRM,Revenue,6096.59,2025-02-17,valid
T004299,C7958,CRM,Revenue,15891.02,2025-04-01,valid
T004300,C8721,CRM,Orders,3.0,2025-04-16,valid
T004301,C9863,App,Tickets,3.0,2025-08-22,valid
T004302,C3198,CRM,Orders,6.0,2025-11-10,valid
T004303,C7510,App,Revenue,15991.22,2026-02-03,valid
T004304,C3649,Billing,Tickets,2.0,2025-05-07,valid
T004305,C9909,CRM,Tickets,4.0,2025-04-27,valid
T004306,C8820,App,Revenue,6217.86,2025-10-09,valid
T004307,C9364,Billing,Revenue,5512.61,2025-03-09,valid
T004308,C8034,Billing,Orders,,2025-03-30,missing
T004309,C3444,App,Revenue,1864.2,2025-12-29,valid
T004310,C4183,CRM,Tickets,5.0,2025-04-23,valid
T004311,C6027,Billing,Tickets,4.0,2025-06-11,valid
T004312,C5439,Billing,Orders,2.0,2025-08-21,valid
T004313,C8429,Billing,Orders,1.0,2025-09-20,valid
T004314,C1318,CRM,Revenue,3810.57,2025-07-18,valid
T004315,C9754,CRM,Revenue,7594.45,2026-01-12,valid
T004316,C2557,App,Revenue,19693.77,2025-12-28,valid
T004317,C6910,App,Orders,7.0,2026-01-27,valid
T004318,C9643,CRM,Orders,4.0,2026-01-24,valid
T004319,C9531,App,Tickets,5.0,2025-02-08,valid
T004320,C7131,App,Revenue,11219.77,2025-04-09,valid
T004321,C1283,App,Orders,6.0,2025-07-20,valid
T004322,C6724,Billing,Revenue,12185.59,2025-12-18,duplicate
T004323,C9724,CRM,Revenue,16169.55,2025-07-31,valid
T004324,C7231,Billing,Revenue,17085.91,2025-08-04,valid
T004325,C9221,CRM,Tickets,2.0,2025-08-26,valid
T004326,C7037,Billing,Orders,4.0,2025-04-20,valid
T004327,C9712,CRM,Orders,5.0,2025-06-07,valid
T004328,C5138,CRM,Tickets,2.0,2025-11-30,valid
T004329,C9655,Billing,Revenue,5131.08,2025-08-05,valid
T004330,C2973,App,Revenue,4938.4,2025-06-06,valid
T004331,C5281,CRM,Tickets,5.0,2025-02-11,valid
T004332,C5398,CRM,Revenue,9609.95,2025-03-09,valid
T004333,C7718,CRM,Revenue,13379.5,2025-04-09,valid
T004334,C8574,CRM,Revenue,16494.84,2025-12-02,valid
T004335,C2410,Billing,Revenue,,2025-04-06,missing
T004336,C6703,Billing,Orders,5.0,2025-11-18,valid
T004337,C1412,CRM,Orders,3.0,2025-08-24,valid
T004338,C2932,CRM,Tickets,5.0,2025-12-01,valid
T004339,C4713,Billing,Revenue,7000.38,2025-06-01,valid
T004340,C3976,Billing,Orders,3.0,2025-03-08,valid
T004341,C2095,App,Revenue,1458.62,2025-05-04,valid
T004342,C5687,Billing,Revenue,15785.99,2025-07-17,valid
T004343,C5525,App,Tickets,1.0,2025-10-30,valid
T004344,C6239,Billing,Tickets,1.0,2025-08-20,valid
T004345,C8415,CRM,Revenue,7004.57,2025-11-04,valid
T004346,C2997,CRM,Revenue,19270.9,2025-10-01,valid
T004347,C7234,CRM,Tickets,3.0,2025-07-09,valid
T004348,C8644,App,Orders,5.0,2025-10-10,valid
T004349,C9965,Billing,Orders,1.0,2025-04-21,valid
T004350,C3443,App,Orders,2.0,2025-08-11,valid
T004351,C9872,CRM,Orders,3.0,2025-03-22,valid
T004352,C9490,CRM,Orders,2.0,2025-05-18,valid
T004353,C2552,CRM,Orders,2.0,2025-05-06,valid
T004354,C7286,CRM,Tickets,,2025-07-27,missing
T004355,C6882,App,Tickets,2.0,2025-11-06,valid
T004356,C9412,Billing,Orders,8.0,2026-01-21,valid
T004357,C2175,CRM,Revenue,15177.01,2026-01-26,duplicate
T004358,C8181,App,Tickets,5.0,2025-12-08,valid
T004359,C1086,CRM,Orders,3.0,2025-05-12,valid
T004360,C3534,CRM,Revenue,5532.1,2025-07-15,valid
T004361,C2028,App,Revenue,,2025-03-07,missing
T004362,C4854,App,Tickets,5.0,2025-12-30,valid
T004363,C5211,App,Orders,9.0,2026-02-05,valid
T004364,C3780,CRM,Orders,1.0,2025-11-22,valid
T004365,C5977,App,Tickets,1.0,2026-01-17,valid
T004366,C5032,App,Orders,1.0,2025-11-08,valid
T004367,C1868,Billing,Revenue,14861.98,2025-09-04,valid
T004368,C7187,App,Orders,8.0,2025-10-08,valid
T004369,C7531,CRM,Tickets,5.0,2026-01-16,valid
T004370,C4208,Billing,Revenue,9065.76,2025-07-02,duplicate
T004371,C2016,App,Tickets,1.0,2025-02-19,valid
T004372,C4914,Billing,Orders,3.0,2025-02-16,valid
T004373,C2996,Billing,Tickets,2.0,2025-12-04,valid
T004374,C3199,App,Orders,7.0,2025-05-20,valid
T004375,C5122,Billing,Orders,9.0,2025-11-30,valid
T004376,C5932,App,Revenue,5621.94,2025-06-09,valid
T004377,C7711,CRM,Revenue,18160.32,2025-07-12,valid
T004378,C6401,CRM,Revenue,5488.41,2025-10-01,valid
T004379,C1912,CRM,Tickets,3.0,2025-07-25,valid
T004380,C8054,App,Revenue,4573.52,2025-07-02,valid
T004381,C1812,CRM,Tickets,3.0,2026-01-03,valid
T004382,C2802,Billing,Revenue,11398.72,2025-04-05,valid
T004383,C9284,CRM,Tickets,4.0,2025-03-22,valid
T004384,C1980,App,Revenue,9402.73,2025-08-06,valid
T004385,C5843,App,Tickets,5.0,2025-10-18,valid
T004386,C6368,CRM,Tickets,4.0,2025-06-21,valid
T004387,C3570,CRM,Revenue,8508.15,2025-05-10,valid
T004388,C1683,App,Orders,3.0,2025-10-09,duplicate
T004389,C8219,CRM,Tickets,5.0,2025-10-24,valid
T004390,C1412,CRM,Revenue,11711.62,2026-01-07,valid
T004391,C2309,App,Orders,,2025-03-07,missing
T004392,C5342,CRM,Revenue,11813.79,2025-10-07,valid
T004393,C6987,App,Orders,8.0,2025-04-13,valid
T004394,C9466,Billing,Tickets,1.0,2025-12-23,valid
T004395,C1617,Billing,Revenue,12032.89,2025-08-11,valid
T004396,C7353,CRM,Tickets,3.0,2025-05-15,valid
T004397,C4361,App,Tickets,4.0,2025-07-06,duplicate
T004398,C7835,Billing,Orders,2.0,2026-01-14,valid
T004399,C5473,App,Orders,8.0,2025-07-08,valid
T004400,C1066,Billing,Tickets,2.0,2025-10-07,valid
T004401,C7044,CRM,Tickets,4.0,2025-07-18,valid
T004402,C8874,Billing,Revenue,15143.96,2025-08-18,valid
T004403,C6516,CRM,Revenue,12513.4,2025-09-05,valid
T004404,C9414,CRM,Tickets,2.0,2026-01-20,valid
T004405,C3060,Billing,Orders,6.0,2025-08-07,valid
T004406,C9189,Billing,Revenue,12990.6,2025-09-16,valid
T004407,C6782,Billing,Orders,5.0,2025-03-06,valid
T004408,C7363,Billing,Orders,9.0,2025-04-06,valid
T004409,C1919,App,Tickets,4.0,2025-10-26,valid
T004410,C7913,Billing,Revenue,6773.47,2025-03-24,valid
T004411,C6840,App,Revenue,17380.34,2025-07-27,valid
T004412,C1020,Billing,Revenue,12566.13,2026-01-10,valid
T004413,C4742,Billing,Tickets,3.0,2025-03-10,valid
T004414,C4172,Billing,Tickets,5.0,2026-01-16,valid
T004415,C7671,App,Orders,3.0,2025-03-11,valid
T004416,C4648,App,Revenue,17532.47,2025-06-19,valid
T004417,C5806,Billing,Orders,3.0,2026-01-08,valid
T004418,C5362,CRM,Tickets,3.0,2025-09-04,duplicate
T004419,C4418,Billing,Revenue,13691.85,2025-05-06,valid
T004420,C5582,App,Orders,1.0,2025-05-14,valid
T004421,C2346,App,Orders,6.0,2025-08-15,duplicate
T004422,C9271,CRM,Tickets,4.0,2025-03-22,valid
T004423,C6489,App,Orders,1.0,2026-01-16,valid
T004424,C5622,CRM,Orders,10.0,2025-06-25,valid
T004425,C8289,CRM,Revenue,14653.02,2025-09-21,valid
T004426,C8758,Billing,Revenue,,2025-06-27,missing
T004427,C3754,App,Tickets,3.0,2025-02-14,valid
T004428,C4738,App,Revenue,14032.25,2025-10-08,valid
T004429,C1607,App,Revenue,13015.4,2025-07-17,valid
T004430,C2944,CRM,Orders,1.0,2025-05-03,valid
T004431,C8418,App,Tickets,2.0,2025-03-04,valid
T004432,C6318,CRM,Tickets,3.0,2025-07-24,valid
T004433,C1304,Billing,Orders,3.0,2025-07-03,valid
T004434,C2125,Billing,Revenue,1192.05,2025-07-01,duplicate
T004435,C9821,CRM,Orders,5.0,2025-09-10,valid
T004436,C1719,Billing,Tickets,5.0,2025-06-29,valid
T004437,C1951,CRM,Revenue,14058.78,2025-04-21,valid
T004438,C5119,App,Orders,6.0,2025-02-21,valid
T004439,C8621,Billing,Revenue,14946.01,2026-01-07,valid
T004440,C3028,App,Tickets,5.0,2025-07-13,valid
T004441,C2535,Billing,Orders,1.0,2025-09-23,valid
T004442,C2336,App,Revenue,15690.97,2025-03-26,valid
T004443,C6032,Billing,Revenue,2282.91,2025-12-17,valid
T004444,C3770,CRM,Revenue,1821.12,2025-10-03,valid
T004445,C6130,CRM,Revenue,5849.88,2025-12-17,valid
T004446,C3475,Billing,Tickets,1.0,2025-12-25,valid
T004447,C4808,App,Revenue,3198.25,2025-02-28,valid
T004448,C7758,App,Revenue,7682.01,2025-11-01,valid
T004449,C9900,Billing,Orders,4.0,2025-09-27,valid
T004450,C4656,Billing,Tickets,3.0,2025-09-01,valid
T004451,C6497,App,Revenue,7374.56,2025-03-12,valid
T004452,C4781,Billing,Orders,9.0,2025-03-08,valid
T004453,C4698,Billing,Revenue,,2025-11-06,missing
T004454,C2218,Billing,Tickets,3.0,2026-01-16,valid
T004455,C1005,App,Tickets,3.0,2025-08-14,valid
T004456,C6126,Billing,Revenue,8066.69,2025-10-31,valid
T004457,C6455,App,Tickets,4.0,2025-12-15,valid
T004458,C8138,CRM,Revenue,2114.75,2025-04-13,valid
T004459,C2286,Billing,Orders,6.0,2025-05-20,duplicate
T004460,C3091,CRM,Tickets,5.0,2026-01-05,valid
T004461,C4309,Billing,Tickets,1.0,2025-10-09,valid
T004462,C4074,App,Tickets,1.0,2025-04-07,valid
T004463,C8479,App,Revenue,10403.95,2026-01-07,valid
T004464,C4851,CRM,Tickets,3.0,2025-04-04,valid
T004465,C4650,CRM,Revenue,8400.18,2025-06-30,valid
T004466,C9588,Billing,Revenue,1236.29,2025-06-24,valid
T004467,C3391,App,Tickets,1.0,2025-03-06,valid
T004468,C3636,App,Tickets,4.0,2025-06-01,duplicate
T004469,C8518,CRM,Revenue,7864.72,2025-08-08,valid
T004470,C3892,App,Revenue,7107.45,2025-07-28,valid
T004471,C7812,App,Revenue,3349.78,2025-06-14,duplicate
T004472,C2221,Billing,Revenue,19756.47,2025-12-12,valid
T004473,C7880,CRM,Orders,4.0,2025-06-25,valid
T004474,C1421,Billing,Revenue,10396.18,2025-05-24,valid
T004475,C9263,CRM,Revenue,8501.25,2026-01-30,valid
T004476,C4387,CRM,Orders,7.0,2025-06-10,valid
T004477,C6849,CRM,Orders,8.0,2025-08-03,valid
T004478,C5181,Billing,Revenue,5881.76,2025-06-06,valid
T004479,C3981,Billing,Tickets,1.0,2025-12-03,valid
T004480,C2845,Billing,Revenue,5679.3,2025-12-05,valid
T004481,C7596,App,Revenue,2798.09,2025-05-11,valid
T004482,C5562,App,Orders,6.0,2025-08-13,duplicate
T004483,C1976,App,Revenue,8477.6,2025-08-25,duplicate
T004484,C4300,Billing,Orders,3.0,2025-05-12,valid
T004485,C5023,App,Tickets,5.0,2025-09-01,valid
T004486,C9312,CRM,Revenue,15968.05,2025-07-19,valid
T004487,C8412,App,Revenue,5879.15,2026-01-17,valid
T004488,C5148,CRM,Orders,6.0,2025-12-26,valid
T004489,C7643,App,Orders,5.0,2025-03-07,valid
T004490,C3928,App,Orders,4.0,2025-06-15,duplicate
T004491,C3446,Billing,Revenue,13030.52,2025-06-14,valid
T004492,C7127,Billing,Orders,7.0,2025-08-08,valid
T004493,C9999,Billing,Revenue,14404.15,2025-09-08,valid
T004494,C2118,CRM,Orders,9.0,2025-04-14,valid
T004495,C7290,CRM,Tickets,3.0,2025-10-14,valid
T004496,C6877,App,Tickets,2.0,2026-01-01,valid
T004497,C9593,CRM,Revenue,13858.07,2025-07-29,valid
T004498,C5362,CRM,Tickets,4.0,2025-08-14,valid
T004499,C7745,Billing,Tickets,1.0,2025-03-01,valid
T004500,C4829,Billing,Revenue,5428.49,2025-09-18,valid
T004501,C8970,CRM,Orders,8.0,2025-05-29,valid
T004502,C9921,CRM,Revenue,16859.29,2025-11-27,valid
T004503,C8816,CRM,Orders,10.0,2025-12-26,valid
T004504,C3723,App,Orders,,2025-11-22,missing
T004505,C7827,App,Tickets,3.0,2025-12-29,valid
T004506,C7385,App,Orders,6.0,2025-08-30,duplicate
T004507,C3668,App,Tickets,1.0,2025-07-01,valid
T004508,C1722,CRM,Revenue,12687.97,2025-07-14,valid
T004509,C4127,App,Orders,1.0,2025-10-08,valid
T004510,C5442,App,Revenue,17005.94,2025-04-30,valid
T004511,C9887,Billing,Orders,6.0,2025-11-16,valid
T004512,C5435,CRM,Revenue,8553.68,2025-12-18,valid
T004513,C2250,CRM,Tickets,3.0,2026-01-24,valid
T004514,C2396,App,Orders,4.0,2025-12-03,duplicate
T004515,C3025,App,Tickets,4.0,2025-04-14,valid
T004516,C1590,Billing,Revenue,4925.62,2025-08-26,valid
T004517,C5255,CRM,Revenue,6827.01,2025-12-13,valid
T004518,C3451,Billing,Revenue,16908.93,2025-02-20,valid
T004519,C5591,Billing,Orders,3.0,2026-01-08,valid
T004520,C8936,CRM,Orders,8.0,2025-09-10,valid
T004521,C3726,App,Orders,4.0,2025-07-09,valid
T004522,C2077,App,Orders,10.0,2025-03-01,valid
T004523,C2889,Billing,Revenue,14172.18,2025-11-15,valid
T004524,C9453,App,Tickets,1.0,2025-05-28,duplicate
T004525,C3529,App,Tickets,4.0,2025-03-12,valid
T004526,C1572,Billing,Revenue,6049.39,2025-11-08,valid
T004527,C1526,App,Revenue,9391.54,2025-09-27,duplicate
T004528,C6652,App,Tickets,5.0,2025-06-14,valid
T004529,C4452,App,Tickets,4.0,2025-07-18,valid
T004530,C8893,Billing,Orders,8.0,2025-09-21,valid
T004531,C2212,CRM,Tickets,4.0,2025-09-30,valid
T004532,C7645,CRM,Tickets,5.0,2025-06-05,duplicate
T004533,C3159,CRM,Orders,9.0,2025-07-23,valid
T004534,C2321,CRM,Orders,1.0,2025-08-27,valid
T004535,C9583,App,Orders,7.0,2025-12-09,valid
T004536,C6636,CRM,Orders,5.0,2026-01-22,valid
T004537,C6427,App,Revenue,3069.58,2025-11-25,valid
T004538,C2544,Billing,Orders,6.0,2025-07-07,valid
T004539,C3503,Billing,Tickets,3.0,2025-08-09,valid
T004540,C3996,CRM,Revenue,10412.87,2025-02-16,valid
T004541,C9126,CRM,Orders,2.0,2026-01-13,valid
T004542,C6579,Billing,Revenue,13638.04,2025-07-13,valid
T004543,C1610,Billing,Tickets,1.0,2025-09-08,valid
T004544,C7004,App,Tickets,5.0,2025-11-27,valid
T004545,C4233,App,Revenue,4621.2,2025-07-14,valid
T004546,C3464,App,Revenue,8795.97,2026-01-30,valid
T004547,C6402,CRM,Tickets,2.0,2025-11-02,valid
T004548,C3668,CRM,Orders,2.0,2026-02-06,valid
T004549,C3138,Billing,Orders,8.0,2025-06-16,valid
T004550,C4484,CRM,Revenue,13254.46,2026-01-15,valid
T004551,C2935,App,Revenue,6483.51,2025-05-04,valid
T004552,C1636,CRM,Orders,8.0,2025-11-18,valid
T004553,C9849,App,Tickets,2.0,2025-02-18,valid
T004554,C5883,CRM,Tickets,5.0,2025-07-26,valid
T004555,C9298,App,Orders,10.0,2025-06-02,duplicate
T004556,C5603,Billing,Revenue,16189.82,2025-08-06,valid
T004557,C4263,Billing,Tickets,1.0,2025-04-24,valid
T004558,C4489,App,Revenue,13213.59,2025-06-18,valid
T004559,C2968,Billing,Revenue,6985.52,2025-10-06,valid
T004560,C1043,Billing,Revenue,12106.15,2025-03-13,valid
T004561,C4246,App,Tickets,4.0,2025-04-17,valid
T004562,C4316,CRM,Orders,9.0,2025-11-29,valid
T004563,C1182,Billing,Revenue,13101.15,2025-10-23,valid
T004564,C2846,CRM,Orders,10.0,2026-02-06,valid
T004565,C2618,App,Revenue,15963.18,2025-05-04,valid
T004566,C8231,Billing,Orders,6.0,2025-03-30,valid
T004567,C9765,CRM,Revenue,8167.56,2025-08-14,valid
T004568,C1480,Billing,Tickets,1.0,2025-06-16,valid
T004569,C4619,App,Tickets,3.0,2025-02-20,valid
T004570,C3697,Billing,Tickets,5.0,2025-11-24,valid
T004571,C7147,Billing,Tickets,3.0,2026-01-20,valid
T004572,C1109,App,Orders,7.0,2025-12-21,valid
T004573,C4668,CRM,Orders,3.0,2026-01-24,valid
T004574,C4826,Billing,Revenue,15115.02,2025-03-09,valid
T004575,C7110,CRM,Orders,8.0,2025-09-09,duplicate
T004576,C2231,App,Tickets,2.0,2025-02-20,valid
T004577,C7605,App,Orders,5.0,2025-08-19,valid
T004578,C5533,Billing,Revenue,8644.07,2025-06-02,valid
T004579,C8887,Billing,Revenue,14753.41,2025-10-27,valid
T004580,C1088,App,Tickets,5.0,2025-05-08,valid
T004581,C7540,Billing,Revenue,2908.9,2025-11-20,valid
T004582,C1319,App,Orders,5.0,2025-08-24,valid
T004583,C9872,Billing,Revenue,1091.88,2025-11-12,valid
T004584,C7999,CRM,Tickets,3.0,2025-07-29,valid
T004585,C3876,App,Revenue,6273.45,2025-03-19,valid
T004586,C5411,App,Revenue,5499.93,2025-05-17,valid
T004587,C1810,CRM,Orders,7.0,2025-04-20,valid
T004588,C9510,CRM,Tickets,5.0,2026-01-12,valid
T004589,C1315,Billing,Revenue,17722.55,2025-05-02,duplicate
T004590,C6095,Billing,Tickets,5.0,2025-08-23,valid
T004591,C9369,Billing,Tickets,5.0,2025-11-10,duplicate
T004592,C2383,CRM,Tickets,4.0,2025-06-08,duplicate
T004593,C8147,App,Tickets,2.0,2025-04-25,valid
T004594,C3799,Billing,Tickets,3.0,2025-10-10,valid
T004595,C2714,CRM,Tickets,2.0,2025-11-09,valid
T004596,C9124,App,Revenue,5335.07,2025-04-01,valid
T004597,C3065,Billing,Orders,10.0,2025-12-11,valid
T004598,C6045,App,Tickets,5.0,2025-10-19,valid
T004599,C4937,Billing,Tickets,2.0,2025-12-29,valid
T004600,C2591,Billing,Orders,10.0,2025-07-11,valid
T004601,C1353,CRM,Orders,4.0,2025-10-05,valid
T004602,C5255,CRM,Tickets,1.0,2025-10-23,valid
T004603,C8514,Billing,Tickets,5.0,2025-08-03,valid
T004604,C8527,Billing,Revenue,13696.75,2025-08-18,valid
T004605,C8889,App,Tickets,4.0,2025-12-01,valid
T004606,C6398,Billing,Tickets,4.0,2025-06-05,duplicate
T004607,C5707,Billing,Orders,4.0,2025-11-30,valid
T004608,C4965,CRM,Orders,8.0,2025-08-18,valid
T004609,C5706,Billing,Revenue,4397.27,2025-02-17,valid
T004610,C2052,Billing,Orders,2.0,2025-10-18,valid
T004611,C1225,Billing,Revenue,11213.25,2025-06-07,valid
T004612,C7705,App,Revenue,7547.27,2025-08-21,duplicate
T004613,C3457,App,Tickets,3.0,2025-04-10,valid
T004614,C7193,App,Revenue,11608.09,2025-07-20,valid
T004615,C5637,App,Tickets,3.0,2025-12-22,valid
T004616,C6538,Billing,Tickets,2.0,2025-12-24,valid
T004617,C3391,Billing,Revenue,6445.28,2025-07-06,valid
T004618,C1303,CRM,Tickets,5.0,2026-02-06,valid
T004619,C5461,App,Tickets,1.0,2025-10-07,valid
T004620,C7233,App,Orders,7.0,2026-01-29,valid
T004621,C1233,CRM,Tickets,3.0,2025-05-14,valid
T004622,C8043,CRM,Revenue,10086.99,2025-05-03,valid
T004623,C5903,App,Revenue,18266.34,2025-08-24,valid
T004624,C5887,App,Orders,3.0,2025-02-12,valid
T004625,C1646,App,Tickets,3.0,2025-11-03,valid
T004626,C4186,Billing,Orders,3.0,2025-10-01,valid
T004627,C7668,Billing,Orders,10.0,2026-01-31,valid
T004628,C1763,App,Tickets,2.0,2025-07-26,valid
T004629,C8828,Billing,Revenue,11717.68,2025-04-05,valid
T004630,C8077,Billing,Tickets,5.0,2025-11-26,valid
T004631,C1991,CRM,Tickets,5.0,2025-05-19,valid
T004632,C6880,App,Revenue,6671.16,2025-02-21,valid
T004633,C7645,Billing,Revenue,3149.08,2025-06-25,valid
T004634,C9072,App,Orders,1.0,2025-11-04,valid
T004635,C3368,Billing,Tickets,3.0,2025-04-06,valid
T004636,C5073,CRM,Revenue,2153.95,2025-10-22,valid
T004637,C3022,App,Orders,2.0,2025-10-10,valid
T004638,C5998,CRM,Orders,3.0,2025-10-11,valid
T004639,C2889,App,Tickets,4.0,2025-05-10,valid
T004640,C6711,App,Revenue,8851.87,2025-05-29,valid
T004641,C2318,App,Revenue,12496.83,2025-04-05,valid
T004642,C9839,Billing,Tickets,5.0,2025-10-06,valid
T004643,C4524,CRM,Revenue,17691.94,2026-01-29,valid
T004644,C3724,App,Tickets,5.0,2025-10-19,valid
T004645,C4005,CRM,Revenue,3480.11,2025-04-01,valid
T004646,C4399,CRM,Tickets,4.0,2025-12-04,valid
T004647,C9273,CRM,Tickets,3.0,2025-10-23,valid
T004648,C1452,CRM,Revenue,9411.8,2025-05-14,duplicate
T004649,C3217,Billing,Revenue,13772.39,2025-07-27,valid
T004650,C1760,Billing,Tickets,2.0,2025-10-31,valid
T004651,C9945,App,Revenue,8632.86,2025-03-11,valid
T004652,C3094,CRM,Orders,2.0,2026-01-31,valid
